sid,habitat,lifeform
768,P,Chamaephyte
769,P,Chamaephyte
770,P,Chamaephyte
771,P,Chamaephyte
772,C,Chamaephyte
772,G,Chamaephyte
772,H,Chamaephyte
772,P,Chamaephyte
773,C,Chamaephyte
774,C,Chamaephyte
775,C,Chamaephyte
775,G,Chamaephyte
775,H,Chamaephyte
776,C,Chamaephyte
776,H,Chamaephyte
777,P,Chamaephyte
778,H,Chamaephyte
779,W,Hemicryptophyte
780,C,Chamaephyte
781,C,Chamaephyte
782,C,Chamaephyte
782,H,Chamaephyte
783,C,Chamaephyte
784,H,Chamaephyte
785,C,Chamaephyte
785,P,Chamaephyte
786,C,Chamaephyte
786,G,Chamaephyte
787,C,Chamaephyte
787,G,Chamaephyte
787,H,Chamaephyte
788,C,Chamaephyte
788,H,Chamaephyte
789,C,Chamaephyte
789,G,Chamaephyte
790,P,Chamaephyte
790,W,Chamaephyte
791,G,Chamaephyte
792,C,Chamaephyte
793,C,Chamaephyte
794,C,Chamaephyte
795,C,Chamaephyte
796,C,Chamaephyte
797,W,Hemicryptophyte
798,C,Chamaephyte
799,G,Hemicryptophyte
800,C,Chamaephyte
801,P,Geophyte (Cryptophyte)
801,W,Geophyte (Cryptophyte)
802,P,Geophyte (Cryptophyte)
802,W,Geophyte (Cryptophyte)
803,P,Geophyte (Cryptophyte)
804,G,Geophyte (Cryptophyte)
805,H,Geophyte (Cryptophyte)
805,W,Geophyte (Cryptophyte)
806,R,Geophyte (Cryptophyte)
807,P,Geophyte (Cryptophyte)
808,C,Hemicryptophyte
809,C,Hemicryptophyte
809,H,Hemicryptophyte
810,C,Hemicryptophyte
811,C,Hemicryptophyte
812,C,Hemicryptophyte
812,H,Hemicryptophyte
813,C,Hemicryptophyte
813,H,Hemicryptophyte
814,C,Hemicryptophyte
814,H,Hemicryptophyte
815,C,Hemicryptophyte
815,H,Hemicryptophyte
816,C,Hemicryptophyte
816,H,Hemicryptophyte
817,C,Hemicryptophyte
818,W,Hemicryptophyte
819,C,Hemicryptophyte
820,C,Hemicryptophyte
821,C,Hemicryptophyte
821,W,Hemicryptophyte
822,C,Hemicryptophyte
823,W,Hemicryptophyte
824,C,Hemicryptophyte
825,C,Hemicryptophyte
826,C,Hemicryptophyte
827,C,Hemicryptophyte
828,C,Hemicryptophyte
829,C,Hemicryptophyte
830,C,Hemicryptophyte
830,H,Hemicryptophyte
831,H,Hemicryptophyte
832,M,Therophyte
832,P,Therophyte
832,R,Therophyte
833,P,Therophyte
834,H,Chamaephyte
835,P,Hemicryptophyte
836,P,Hemicryptophyte
837,H,Chamaephyte
838,H,Chamaephyte
839,H,Chamaephyte
840,P,Hemicryptophyte
841,H,Hemicryptophyte
842,M,Therophyte
842,R,Therophyte
843,P,Chamaephyte
844,H,Chamaephyte
845,H,Hemicryptophyte
846,H,Hemicryptophyte
847,P,Hemicryptophyte
847,R,Hemicryptophyte
848,P,Therophyte
849,P,Therophyte
851,P,Chamaephyte
851,R,Chamaephyte
852,G,Chamaephyte
853,W,Hemicryptophyte
854,W,Hemicryptophyte
855,W,Hemicryptophyte
856,R,Hemicryptophyte
857,R,Therophyte
858,G,Hemicryptophyte
858,W,Hemicryptophyte
859,H,Hemicryptophyte
860,H,Chamaephyte
861,P,Chamaephyte
862,G,Chamaephyte
862,H,Chamaephyte
863,P,Chamaephyte
864,C,Chamaephyte
864,H,Chamaephyte
865,G,Hemicryptophyte
865,W,Hemicryptophyte
866,W,Hemicryptophyte
867,A,Hemicryptophyte
867,G,Hemicryptophyte
868,G,Hemicryptophyte
868,H,Hemicryptophyte
869,P,Therophyte
870,M,Therophyte
871,G,Hemicryptophyte
872,G,Hemicryptophyte
872,W,Hemicryptophyte
873,H,Chamaephyte
874,G,Chamaephyte
874,H,Chamaephyte
875,G,Chamaephyte
875,H,Chamaephyte
876,G,Chamaephyte
877,M,Therophyte
878,M,Hemicryptophyte
878,P,Hemicryptophyte
879,P,Therophyte
882,H,Chamaephyte
883,H,Chamaephyte
884,H,Chamaephyte
885,H,Chamaephyte
886,H,Chamaephyte
887,G,Chamaephyte
888,H,Chamaephyte
889,H,Hemicryptophyte
890,W,Hemicryptophyte
891,W,Hemicryptophyte
892,G,Hemicryptophyte
892,H,Hemicryptophyte
893,C,Hemicryptophyte
894,G,Hemicryptophyte
894,H,Hemicryptophyte
895,H,Hemicryptophyte
895,W,Hemicryptophyte
896,P,Hemicryptophyte
897,C,Hemicryptophyte
898,A,Geophyte (Cryptophyte)
898,W,Geophyte (Cryptophyte)
899,G,Hemicryptophyte
901,H,Hemicryptophyte
902,P,Therophyte
903,H,Chamaephyte
904,M,Chamaephyte
905,M,Phanerophyte
906,R,Therophyte
907,M,Phanerophyte
908,R,Therophyte
909,R,Therophyte
910,A,Chamaephyte
910,R,Chamaephyte
911,M,Chamaephyte
912,M,Therophyte
912,R,Therophyte
913,R,Hemicryptophyte
914,R,Therophyte
915,R,Hemicryptophyte
915,W,Hemicryptophyte
916,C,Chamaephyte
916,G,Chamaephyte
916,H,Chamaephyte
917,C,Hemicryptophyte
917,H,Hemicryptophyte
918,H,Hemicryptophyte
919,G,Hemicryptophyte
919,H,Hemicryptophyte
920,G,Hemicryptophyte
920,H,Hemicryptophyte
921,C,Hemicryptophyte
921,P,Hemicryptophyte
922,C,Hemicryptophyte
922,H,Hemicryptophyte
923,G,Hemicryptophyte
923,H,Hemicryptophyte
924,H,Hemicryptophyte
925,C,Hemicryptophyte
926,C,Hemicryptophyte
926,G,Hemicryptophyte
926,H,Hemicryptophyte
927,C,Hemicryptophyte
928,C,Hemicryptophyte
928,G,Hemicryptophyte
928,H,Hemicryptophyte
929,P,Phanerophyte
929,R,Phanerophyte
930,P,Therophyte
931,R,Therophyte
932,R,Therophyte
933,R,Therophyte
934,R,Therophyte
935,R,Therophyte
936,R,Therophyte
937,R,Therophyte
938,R,Therophyte
940,R,Therophyte
941,R,Therophyte
942,R,Therophyte
943,R,Therophyte
944,W,Hemicryptophyte
945,H,Hemicryptophyte
946,A,Aquatic
947,A,Hemicryptophyte
947,R,Hemicryptophyte
948,A,Aquatic
949,P,Chamaephyte
949,R,Chamaephyte
950,C,Chamaephyte
951,G,Chamaephyte
952,R,Hemicryptophyte
953,P,Hemicryptophyte
954,R,Hemicryptophyte
955,R,Hemicryptophyte
956,R,Hemicryptophyte
957,R,Hemicryptophyte
958,P,Chamaephyte
958,R,Chamaephyte
959,A,Hemicryptophyte
960,G,Hemicryptophyte
960,R,Hemicryptophyte
961,G,Hemicryptophyte
961,W,Hemicryptophyte
962,A,Hemicryptophyte
962,G,Hemicryptophyte
963,A,Hemicryptophyte
963,R,Hemicryptophyte
964,M,Therophyte
965,R,Therophyte
966,M,Chamaephyte
967,R,Therophyte
968,A,Geophyte (Cryptophyte)
969,P,Therophyte
970,A,Therophyte
970,P,Therophyte
970,R,Therophyte
971,A,Therophyte
972,H,Hemicryptophyte
973,R,Geophyte (Cryptophyte)
974,P,Geophyte (Cryptophyte)
975,R,Geophyte (Cryptophyte)
976,R,Geophyte (Cryptophyte)
977,P,Geophyte (Cryptophyte)
977,R,Geophyte (Cryptophyte)
978,P,Geophyte (Cryptophyte)
979,P,Geophyte (Cryptophyte)
979,R,Geophyte (Cryptophyte)
980,C,Geophyte (Cryptophyte)
980,P,Geophyte (Cryptophyte)
981,P,Geophyte (Cryptophyte)
981,R,Geophyte (Cryptophyte)
982,R,Geophyte (Cryptophyte)
983,H,Hemicryptophyte
984,A,Therophyte
984,P,Therophyte
985,A,Therophyte
985,P,Therophyte
986,A,Therophyte
986,P,Therophyte
987,H,Hemicryptophyte
988,G,Hemicryptophyte
989,G,Hemicryptophyte
989,P,Hemicryptophyte
989,W,Hemicryptophyte
990,M,Therophyte
991,H,Phanerophyte
991,W,Phanerophyte
992,W,Phanerophyte
993,R,Aquatic
995,G,Hemicryptophyte
995,R,Hemicryptophyte
996,G,Hemicryptophyte
996,H,Hemicryptophyte
997,G,Hemicryptophyte
998,H,Hemicryptophyte
999,G,Hemicryptophyte
999,R,Hemicryptophyte
1000,A,Geophyte (Cryptophyte)
1001,M,Therophyte
1001,R,Therophyte
1002,H,Hemicryptophyte
1006,H,Hemicryptophyte
1007,A,Hemicryptophyte
1007,G,Hemicryptophyte
1007,W,Hemicryptophyte
1008,G,Hemicryptophyte
1008,W,Hemicryptophyte
1009,A,Hemicryptophyte
1009,W,Hemicryptophyte
1010,G,Hemicryptophyte
1010,W,Hemicryptophyte
1011,W,Phanerophyte
1012,P,Geophyte (Cryptophyte)
1013,P,Geophyte (Cryptophyte)
1014,P,Geophyte (Cryptophyte)
1015,P,Geophyte (Cryptophyte)
1016,P,Geophyte (Cryptophyte)
1016,W,Geophyte (Cryptophyte)
1017,P,Geophyte (Cryptophyte)
1017,W,Geophyte (Cryptophyte)
1018,P,Geophyte (Cryptophyte)
1018,W,Geophyte (Cryptophyte)
1019,P,Geophyte (Cryptophyte)
1019,W,Geophyte (Cryptophyte)
1020,P,Geophyte (Cryptophyte)
1021,P,Geophyte (Cryptophyte)
1023,R,Therophyte
1024,A,Therophyte
1025,A,Therophyte
1025,R,Therophyte
1026,A,Therophyte
1026,R,Therophyte
1027,A,Therophyte
1028,G,Hemicryptophyte
1029,R,Therophyte
1030,R,Therophyte
1031,P,Therophyte
1032,P,Therophyte
1033,R,Hemicryptophyte
1034,A,Therophyte
1035,A,Therophyte
1036,A,Therophyte
1037,A,Therophyte
1038,A,Therophyte
1039,A,Therophyte
1040,W,Hemicryptophyte
1041,R,Hemicryptophyte
1043,A,Geophyte (Cryptophyte)
1044,G,Hemicryptophyte
1045,G,Hemicryptophyte
1046,C,Hemicryptophyte
1046,P,Hemicryptophyte
1047,H,Chamaephyte
1048,P,Chamaephyte
1049,P,Chamaephyte
1050,G,Chamaephyte
1051,C,Chamaephyte
1051,P,Chamaephyte
1052,G,Hemicryptophyte
1053,A,Geophyte (Cryptophyte)
1054,A,Geophyte (Cryptophyte)
1054,M,Geophyte (Cryptophyte)
1055,G,Therophyte
1056,G,Therophyte
1057,R,Hemicryptophyte
1058,R,Hemicryptophyte
1059,R,Therophyte
1060,H,Hemicryptophyte
1061,H,Hemicryptophyte
1062,H,Hemicryptophyte
1063,H,Hemicryptophyte
1063,R,Hemicryptophyte
1064,G,Hemicryptophyte
1065,P,Hemicryptophyte
1065,R,Hemicryptophyte
1066,G,Geophyte (Cryptophyte)
1066,H,Geophyte (Cryptophyte)
1067,H,Geophyte (Cryptophyte)
1068,P,Therophyte
1068,W,Therophyte
1069,A,Hemicryptophyte
1069,R,Hemicryptophyte
1070,G,Hemicryptophyte
1072,G,Hemicryptophyte
1072,W,Hemicryptophyte
1073,A,Hemicryptophyte
1073,H,Hemicryptophyte
1073,W,Hemicryptophyte
1074,H,Hemicryptophyte
1075,A,Hemicryptophyte
1075,W,Hemicryptophyte
1076,P,Therophyte
1077,C,Chamaephyte
1078,C,Chamaephyte
1079,C,Chamaephyte
1080,C,Chamaephyte
1081,C,Chamaephyte
1082,R,Therophyte
1083,R,Therophyte
1084,H,Chamaephyte
1085,R,Hemicryptophyte
1086,R,Therophyte
1087,R,Therophyte
1088,M,Therophyte
1089,A,Therophyte
1089,W,Therophyte
1090,P,Therophyte
1090,R,Therophyte
1091,A,Hemicryptophyte
1091,G,Hemicryptophyte
1091,W,Hemicryptophyte
1092,G,Hemicryptophyte
1092,W,Hemicryptophyte
1093,A,Hemicryptophyte
1093,G,Hemicryptophyte
1093,W,Hemicryptophyte
1094,A,Therophyte
1094,R,Therophyte
1095,A,Therophyte
1095,P,Therophyte
1095,R,Therophyte
1096,A,Therophyte
1096,P,Therophyte
1097,P,Therophyte
1097,R,Therophyte
1098,R,Therophyte
1099,W,Hemicryptophyte
1100,R,Hemicryptophyte
1101,P,Therophyte
1101,R,Therophyte
1102,G,Therophyte
1102,R,Therophyte
1102,W,Therophyte
1103,R,Therophyte
1104,G,Therophyte
1104,W,Therophyte
1105,P,Therophyte
1105,R,Therophyte
1106,A,Therophyte
1107,G,Hemicryptophyte
1108,P,Therophyte
1109,M,Therophyte
1109,R,Therophyte
1110,R,Therophyte
1111,R,Therophyte
1112,M,Therophyte
1113,R,Geophyte (Cryptophyte)
1114,P,Therophyte
1115,P,Therophyte
1116,P,Therophyte
1117,G,Therophyte
1117,R,Therophyte
1118,G,Therophyte
1118,R,Therophyte
1119,P,Therophyte
1120,P,Therophyte
1120,R,Therophyte
1121,P,Therophyte
1121,R,Therophyte
1122,P,Therophyte
1122,R,Therophyte
1123,R,Therophyte
1124,A,Therophyte
1125,P,Therophyte
1126,P,Therophyte
1126,R,Therophyte
1127,G,Hemicryptophyte
1128,M,Therophyte
1130,P,Therophyte
1130,R,Therophyte
1131,R,Therophyte
1132,G,Therophyte
1132,P,Therophyte
1132,R,Therophyte
1133,P,Therophyte
1133,R,Therophyte
1134,P,Therophyte
1134,R,Therophyte
1135,H,Hemicryptophyte
1136,R,Phanerophyte
1137,H,Chamaephyte
1138,R,Geophyte (Cryptophyte)
1138,W,Geophyte (Cryptophyte)
1140,R,Geophyte (Cryptophyte)
1141,H,Hemicryptophyte
1142,C,Hemicryptophyte
1143,C,Hemicryptophyte
1147,C,Therophyte
1148,R,Therophyte
1149,H,Chamaephyte
1149,P,Chamaephyte
1150,H,Chamaephyte
1151,H,Chamaephyte
1151,P,Chamaephyte
1152,G,Therophyte
1152,P,Therophyte
1152,R,Therophyte
1153,R,Therophyte
1154,G,Therophyte
1154,P,Therophyte
1154,R,Therophyte
1155,R,Therophyte
1156,G,Therophyte
1156,H,Therophyte
1156,P,Therophyte
1157,G,Therophyte
1157,H,Therophyte
1157,P,Therophyte
1158,G,Therophyte
1159,R,Therophyte
1161,R,Geophyte (Cryptophyte)
1162,R,Geophyte (Cryptophyte)
1163,P,Hemicryptophyte
1163,W,Hemicryptophyte
1164,P,Hemicryptophyte
1164,W,Hemicryptophyte
1165,H,Hemicryptophyte
1166,G,Therophyte
1167,G,Therophyte
1168,P,Therophyte
1169,G,Therophyte
1170,W,Therophyte
1171,P,Therophyte
1171,R,Therophyte
1172,G,Therophyte
1173,M,Therophyte
1174,G,Hemicryptophyte
1175,G,Hemicryptophyte
1176,G,Therophyte
1177,P,Therophyte
1178,P,Phanerophyte
1179,P,Therophyte
1180,G,Therophyte
1180,P,Therophyte
1181,P,Therophyte
1182,C,Chamaephyte
1183,G,Therophyte
1183,H,Therophyte
1184,R,Therophyte
1185,R,Therophyte
1186,G,Therophyte
1187,G,Therophyte
1188,R,Therophyte
1189,M,Therophyte
1190,R,Therophyte
1191,M,Therophyte
1192,G,Therophyte
1192,P,Therophyte
1193,G,Therophyte
1194,A,Aquatic
1195,W,Phanerophyte
1196,P,Hemicryptophyte
1196,R,Hemicryptophyte
1197,M,Therophyte
1198,H,Hemicryptophyte
1198,W,Hemicryptophyte
1199,A,Hemicryptophyte
1199,G,Hemicryptophyte
1199,W,Hemicryptophyte
1200,A,Hemicryptophyte
1200,W,Hemicryptophyte
1201,C,Hemicryptophyte
1201,W,Hemicryptophyte
1202,C,Chamaephyte
1202,P,Chamaephyte
1203,W,Hemicryptophyte
1204,P,Chamaephyte
1205,H,Hemicryptophyte
1205,R,Hemicryptophyte
1205,W,Hemicryptophyte
1206,H,Hemicryptophyte
1206,W,Hemicryptophyte
1207,H,Hemicryptophyte
1207,W,Hemicryptophyte
1208,R,Hemicryptophyte
1208,W,Hemicryptophyte
1209,R,Hemicryptophyte
1209,W,Hemicryptophyte
1210,R,Hemicryptophyte
1210,W,Hemicryptophyte
1211,P,Therophyte
1211,R,Therophyte
1212,R,Hemicryptophyte
1214,A,Therophyte
1214,R,Therophyte
1215,P,Phanerophyte
1216,A,Aquatic
1217,A,Aquatic
1218,A,Aquatic
1219,A,Aquatic
1220,A,Aquatic
1221,A,Aquatic
1222,A,Aquatic
1223,A,Aquatic
1224,A,Aquatic
1225,A,Aquatic
1226,A,Aquatic
1227,A,Aquatic
1228,P,Phanerophyte
1229,A,Hemicryptophyte
1230,A,Hemicryptophyte
1231,W,Hemicryptophyte
1232,M,Geophyte (Cryptophyte)
1234,C,Hemicryptophyte
1234,H,Hemicryptophyte
1235,C,Hemicryptophyte
1235,H,Hemicryptophyte
1236,C,Hemicryptophyte
1237,C,Hemicryptophyte
1238,C,Hemicryptophyte
1239,C,Hemicryptophyte
1240,C,Hemicryptophyte
1241,W,Hemicryptophyte
1242,C,Hemicryptophyte
1243,C,Hemicryptophyte
1244,C,Hemicryptophyte
1244,W,Hemicryptophyte
1245,C,Hemicryptophyte
1245,P,Hemicryptophyte
1246,C,Hemicryptophyte
1247,C,Hemicryptophyte
1247,P,Hemicryptophyte
1248,C,Hemicryptophyte
1249,C,Hemicryptophyte
1250,G,Hemicryptophyte
1251,C,Hemicryptophyte
1251,H,Hemicryptophyte
1252,C,Hemicryptophyte
1253,C,Hemicryptophyte
1253,W,Hemicryptophyte
1254,P,Therophyte
1255,C,Hemicryptophyte
1256,C,Hemicryptophyte
1257,C,Therophyte
1258,H,Hemicryptophyte
1259,P,Therophyte
1260,P,Therophyte
1261,C,Hemicryptophyte
1262,G,Hemicryptophyte
1263,C,Hemicryptophyte
1264,C,Hemicryptophyte
1265,C,Hemicryptophyte
1266,C,Hemicryptophyte
1267,G,Hemicryptophyte
1267,H,Hemicryptophyte
1268,C,Hemicryptophyte
1269,C,Hemicryptophyte
1270,G,Hemicryptophyte
1270,H,Hemicryptophyte
1271,C,Hemicryptophyte
1272,C,Geophyte (Cryptophyte)
1273,C,Hemicryptophyte
1274,C,Hemicryptophyte
1275,C,Chamaephyte
1276,P,Hemicryptophyte
1277,C,Hemicryptophyte
1278,C,Hemicryptophyte
1279,G,Hemicryptophyte
1280,C,Hemicryptophyte
1280,P,Hemicryptophyte
1281,C,Hemicryptophyte
1281,P,Hemicryptophyte
1282,C,Hemicryptophyte
1282,P,Hemicryptophyte
1283,W,Hemicryptophyte
1284,C,Hemicryptophyte
1285,G,Hemicryptophyte
1286,C,Hemicryptophyte
1286,H,Hemicryptophyte
1287,C,Hemicryptophyte
1288,G,Hemicryptophyte
1288,R,Hemicryptophyte
1289,C,Hemicryptophyte
1289,H,Hemicryptophyte
1290,G,Hemicryptophyte
1291,G,Hemicryptophyte
1292,G,Hemicryptophyte
1293,C,Hemicryptophyte
1294,C,Hemicryptophyte
1295,G,Hemicryptophyte
1295,W,Hemicryptophyte
1296,A,Therophyte
1296,G,Therophyte
1297,C,Therophyte
1298,H,Hemicryptophyte
1299,R,Therophyte
1300,G,Hemicryptophyte
1301,G,Hemicryptophyte
1302,C,Hemicryptophyte
1303,C,Hemicryptophyte
1304,C,Therophyte
1304,P,Therophyte
1306,C,Hemicryptophyte
1307,C,Hemicryptophyte
1308,C,Hemicryptophyte
1308,H,Hemicryptophyte
1309,C,Hemicryptophyte
1310,C,Therophyte
1311,C,Hemicryptophyte
1312,C,Hemicryptophyte
1313,C,Hemicryptophyte
1314,C,Hemicryptophyte
1315,C,Hemicryptophyte
1316,G,Therophyte
1316,R,Therophyte
1317,C,Therophyte
1317,P,Therophyte
1318,G,Therophyte
1318,W,Therophyte
1319,G,Therophyte
1319,W,Therophyte
1320,G,Therophyte
1320,W,Therophyte
1321,G,Geophyte (Cryptophyte)
1321,H,Geophyte (Cryptophyte)
1321,P,Geophyte (Cryptophyte)
1321,W,Geophyte (Cryptophyte)
1322,H,Geophyte (Cryptophyte)
1322,P,Geophyte (Cryptophyte)
1323,H,Geophyte (Cryptophyte)
1324,G,Geophyte (Cryptophyte)
1324,P,Geophyte (Cryptophyte)
1324,W,Geophyte (Cryptophyte)
1325,G,Hemicryptophyte
1325,W,Hemicryptophyte
1329,W,Hemicryptophyte
1330,W,Hemicryptophyte
1331,W,Hemicryptophyte
1332,C,Hemicryptophyte
1333,G,Hemicryptophyte
1333,H,Hemicryptophyte
1334,C,Hemicryptophyte
1335,C,Hemicryptophyte
1336,M,Therophyte
1338,R,Therophyte
1343,R,Therophyte
1344,A,Hemicryptophyte
1345,A,Hemicryptophyte
1346,A,Hemicryptophyte
1347,A,Hemicryptophyte
1348,A,Hemicryptophyte
1349,A,Hemicryptophyte
1350,W,Geophyte (Cryptophyte)
1351,C,Therophyte
1352,H,Hemicryptophyte
1353,G,Therophyte
1353,H,Therophyte
1354,W,Therophyte
1355,G,Therophyte
1355,P,Therophyte
1355,R,Therophyte
1356,W,Therophyte
1357,A,Hemicryptophyte
1359,W,Therophyte
1360,H,Hemicryptophyte
1360,W,Hemicryptophyte
1361,R,Phanerophyte
1362,M,Hemicryptophyte
1362,R,Hemicryptophyte
1363,R,Hemicryptophyte
1364,R,Therophyte
1365,G,Therophyte
1365,P,Therophyte
1366,G,Hemicryptophyte
1367,G,Hemicryptophyte
1368,G,Hemicryptophyte
1368,R,Hemicryptophyte
1369,H,Hemicryptophyte
1370,H,Hemicryptophyte
1371,G,Hemicryptophyte
1371,R,Hemicryptophyte
1372,R,Hemicryptophyte
1373,G,Hemicryptophyte
1373,R,Hemicryptophyte
1374,G,Hemicryptophyte
1374,R,Hemicryptophyte
1375,A,Hemicryptophyte
1376,R,Hemicryptophyte
1377,H,Hemicryptophyte
1377,R,Hemicryptophyte
1378,R,Hemicryptophyte
1379,H,Hemicryptophyte
1379,R,Hemicryptophyte
1381,A,Geophyte (Cryptophyte)
1382,A,Hemicryptophyte
1385,H,Hemicryptophyte
1386,A,Hemicryptophyte
1387,G,Hemicryptophyte
1387,H,Hemicryptophyte
1388,A,Hemicryptophyte
1389,M,Hemicryptophyte
1390,A,Hemicryptophyte
1390,W,Hemicryptophyte
1391,A,Hemicryptophyte
1392,A,Hemicryptophyte
1393,W,Hemicryptophyte
1394,W,Hemicryptophyte
1395,W,Hemicryptophyte
1396,A,Hemicryptophyte
1397,A,Geophyte (Cryptophyte)
1398,A,Hemicryptophyte
1398,W,Hemicryptophyte
1399,A,Hemicryptophyte
1400,A,Hemicryptophyte
1401,M,Hemicryptophyte
1402,H,Geophyte (Cryptophyte)
1403,G,Geophyte (Cryptophyte)
1403,P,Geophyte (Cryptophyte)
1403,W,Geophyte (Cryptophyte)
1404,G,Geophyte (Cryptophyte)
1404,W,Geophyte (Cryptophyte)
1405,G,Geophyte (Cryptophyte)
1405,P,Geophyte (Cryptophyte)
1405,W,Geophyte (Cryptophyte)
1406,A,Hemicryptophyte
1407,G,Hemicryptophyte
1407,W,Hemicryptophyte
1408,A,Geophyte (Cryptophyte)
1408,R,Geophyte (Cryptophyte)
1409,A,Geophyte (Cryptophyte)
1410,A,Hemicryptophyte
1412,G,Hemicryptophyte
1413,A,Hemicryptophyte
1413,W,Hemicryptophyte
1414,P,Hemicryptophyte
1414,W,Hemicryptophyte
1415,G,Hemicryptophyte
1415,H,Hemicryptophyte
1416,G,Hemicryptophyte
1416,H,Hemicryptophyte
1417,G,Hemicryptophyte
1417,H,Hemicryptophyte
1419,A,Geophyte (Cryptophyte)
1420,G,Hemicryptophyte
1420,W,Hemicryptophyte
1421,A,Hemicryptophyte
1422,A,Geophyte (Cryptophyte)
1423,G,Geophyte (Cryptophyte)
1424,W,Hemicryptophyte
1425,G,Hemicryptophyte
1425,W,Hemicryptophyte
1426,A,Geophyte (Cryptophyte)
1427,A,Hemicryptophyte
1429,A,Hemicryptophyte
1429,G,Hemicryptophyte
1430,A,Geophyte (Cryptophyte)
1431,A,Hemicryptophyte
1432,A,Hemicryptophyte
1433,G,Hemicryptophyte
1434,A,Hemicryptophyte
1435,A,Hemicryptophyte
1436,A,Hemicryptophyte
1436,W,Hemicryptophyte
1437,A,Geophyte (Cryptophyte)
1438,A,Geophyte (Cryptophyte)
1439,A,Hemicryptophyte
1440,A,Hemicryptophyte
1440,G,Hemicryptophyte
1442,A,Geophyte (Cryptophyte)
1443,W,Hemicryptophyte
1444,A,Geophyte (Cryptophyte)
1445,A,Hemicryptophyte
1446,G,Hemicryptophyte
1447,G,Hemicryptophyte
1448,G,Hemicryptophyte
1449,G,Hemicryptophyte
1450,P,Hemicryptophyte
1451,G,Hemicryptophyte
1452,G,Hemicryptophyte
1453,G,Hemicryptophyte
1453,H,Hemicryptophyte
1453,P,Hemicryptophyte
1453,R,Hemicryptophyte
1454,G,Hemicryptophyte
1455,H,Hemicryptophyte
1456,G,Hemicryptophyte
1456,P,Hemicryptophyte
1456,R,Hemicryptophyte
1457,C,Hemicryptophyte
1458,G,Hemicryptophyte
1458,H,Hemicryptophyte
1459,G,Hemicryptophyte
1459,P,Hemicryptophyte
1459,R,Hemicryptophyte
1460,G,Hemicryptophyte
1460,P,Hemicryptophyte
1461,P,Hemicryptophyte
1461,R,Hemicryptophyte
1462,P,Hemicryptophyte
1463,G,Hemicryptophyte
1464,G,Hemicryptophyte
1465,G,Hemicryptophyte
1467,M,Chamaephyte
1468,W,Phanerophyte
1469,W,Phanerophyte
1470,W,Phanerophyte
1471,M,Chamaephyte
1472,P,Therophyte
1473,R,Therophyte
1474,R,Hemicryptophyte
1475,G,Therophyte
1475,P,Therophyte
1475,R,Therophyte
1476,G,Therophyte
1476,R,Therophyte
1477,P,Therophyte
1477,R,Therophyte
1478,R,Therophyte
1479,R,Therophyte
1480,R,Therophyte
1481,R,Therophyte
1482,C,Therophyte
1482,P,Therophyte
1483,R,Therophyte
1484,R,Therophyte
1485,G,Hemicryptophyte
1485,H,Hemicryptophyte
1486,G,Hemicryptophyte
1486,H,Hemicryptophyte
1487,G,Hemicryptophyte
1487,H,Hemicryptophyte
1488,C,Hemicryptophyte
1489,G,Hemicryptophyte
1489,H,Hemicryptophyte
1490,G,Hemicryptophyte
1490,H,Hemicryptophyte
1491,G,Hemicryptophyte
1491,H,Hemicryptophyte
1492,H,Hemicryptophyte
1493,W,Phanerophyte
1494,P,Therophyte
1495,A,Geophyte (Cryptophyte)
1496,P,Therophyte
1496,R,Therophyte
1497,M,Therophyte
1498,M,Therophyte
1499,M,Therophyte
1500,P,Therophyte
1501,R,Therophyte
1502,W,Phanerophyte
1503,C,Phanerophyte
1503,W,Phanerophyte
1504,C,Phanerophyte
1504,W,Phanerophyte
1505,R,Hemicryptophyte
1506,R,Geophyte (Cryptophyte)
1507,R,Therophyte
1508,R,Hemicryptophyte
1509,R,Therophyte
1510,P,Geophyte (Cryptophyte)
1511,R,Hemicryptophyte
1512,G,Hemicryptophyte
1512,R,Hemicryptophyte
1513,G,Hemicryptophyte
1513,R,Hemicryptophyte
1514,G,Hemicryptophyte
1515,C,Hemicryptophyte
1516,M,Hemicryptophyte
1517,R,Hemicryptophyte
1518,G,Hemicryptophyte
1518,H,Hemicryptophyte
1519,H,Hemicryptophyte
1520,G,Hemicryptophyte
1520,H,Hemicryptophyte
1521,H,Hemicryptophyte
1522,G,Hemicryptophyte
1523,G,Hemicryptophyte
1524,G,Hemicryptophyte
1525,G,Hemicryptophyte
1526,G,Hemicryptophyte
1527,G,Hemicryptophyte
1528,C,Hemicryptophyte
1529,H,Hemicryptophyte
1530,H,Hemicryptophyte
1531,H,Hemicryptophyte
1532,H,Hemicryptophyte
1533,C,Hemicryptophyte
1534,G,Hemicryptophyte
1535,G,Hemicryptophyte
1536,G,Hemicryptophyte
1537,G,Hemicryptophyte
1538,G,Hemicryptophyte
1539,G,Hemicryptophyte
1539,W,Hemicryptophyte
1540,H,Hemicryptophyte
1541,R,Therophyte
1542,H,Hemicryptophyte
1543,G,Hemicryptophyte
1543,R,Hemicryptophyte
1544,R,Hemicryptophyte
1545,G,Hemicryptophyte
1546,G,Hemicryptophyte
1547,G,Hemicryptophyte
1547,H,Hemicryptophyte
1548,P,Hemicryptophyte
1548,R,Hemicryptophyte
1548,W,Hemicryptophyte
1549,C,Hemicryptophyte
1550,G,Hemicryptophyte
1551,C,Hemicryptophyte
